1)   Gender,2)    Age,3)    Education Level,4)   Major,5)  administrative regions,"6)  How often do you use the Internet and Internet-related services? (E.g. Email, WhatsApp, News, YouTube",7) What are your Internet/ Digital devices skills level?,"8)   Of the following, which digital devices do you use regularly? Tick all that apply",9)  For what purposes do you use the Internet? Tick all that apply,"10) Some of the most common cyber crimes are presented below. What is your opinion of each of the following statements? Select the appropriate response for each   [I am concerned about identity theft (somebody stealing your personal data and impersonating you, e.g. tweeting under your name)]","10) Some of the most common cyber crimes are presented below. What is your opinion of each of the following statements? Select the appropriate response for each:   [I am concerned about receiving phishing emails (e.g. asking for money, personal information or bank account details]",10) Some of the most common cyber crimes are presented below. What is your opinion of each of the following statements? Select the appropriate response for each:   [I am concerned about not being able to access online services (e.g. banking services) because of cyber attacks],10) Some of the most common cyber crimes are presented below. What is your opinion of each of the following statements? Select the appropriate response for each:   [I am concerned about accidentally encountering material that promotes hatred or religious extremism],"10) Some of the most common cyber crimes are presented below. What is your opinion of each of the following statements? Select the appropriate response for each:   [Online extortion (a demand for money to avert or stop extortion, or to avert scandal)]","Other, please specify","Other, please specify.1","11) Have you been a victim of cyber crime? (E.g. lost data or email account, device infected with virus or spyware, stole your picture/s or digital device/s).","If Yes, To whom did you report or contact?  (Please check all that apply)","If No, What was/were the reason/s? (Please check all that apply)","If Yes, To whom would you report or contact?  (Please check all that apply)","If No, What is/are the reason/s? (Please check all that apply)"
Female,18-29,"Undergraduate (Diploma, BSc)",Computer Science,Makkah,Frequently throughout the day,"Intermediate (e.g. able to install and run special software, make modifications to the settings of the computer, have a good understanding of hardware and software)",Smartphone,"Social networks, Online services, Entertainment, Communication",Somtimes,Sometimes,Sometimes,Sometimes,Sometimes,,,Yes,,I fixed the problem by myself,,Not sure
Female,18-29,High School,,Makkah,Frequently throughout the day,"Beginner/Basic (e.g. start computer and phone, go to specified web page. Use Word. Use social media)",Smartphone,"Education, Social networks",Always,Always,Always,Always,Always,,,No,,,Saudi eGovernment Portal,
Female,18-29,"Undergraduate (Diploma, BSc)",Computer Science,Makkah,Frequently throughout the day,"Intermediate (e.g. able to install and run special software, make modifications to the settings of the computer, have a good understanding of hardware and software)",Smartphone,Social networks,Always,Always,Sometimes,Sometimes,Never,,,No,,,Saudi CERT,
Female,18-29,High School,Medicine or public health,Makkah,Frequently throughout the day,"Intermediate (e.g. able to install and run special software, make modifications to the settings of the computer, have a good understanding of hardware and software)",Smartphone,"Education, Social networks, Online services, Entertainment, Communication",Always,Sometimes,Always,Do not know,Do not know,,,No,,,"Saudi eGovernment Portal , Saudi CERT, Police, Dont know but will ask friends for advice",
Female,30-39,"Undergraduate (Diploma, BSc)",Arabic Language,Makkah,Frequently throughout the day,"Intermediate (e.g. able to install and run special software, make modifications to the settings of the computer, have a good understanding of hardware and software)",Smartphone,"Social networks, Online services, Entertainment",Always,Always,Always,Always,Always,,,No,,,Saudi CERT,
Female,18-29,"Undergraduate (Diploma, BSc)",Computer Science,Makkah,Frequently throughout the day,"Beginner/Basic (e.g. start computer and phone, go to specified web page. Use Word. Use social media)","Laptop, Smartphone, Tablet","Social networks, Online services, Entertainment, Communication",Somtimes,Sometimes,Sometimes,Sometimes,Sometimes,,,No,,,Saudi eGovernment Portal,
Male,30-39,"Undergraduate (Diploma, BSc)",Education,Makkah,Frequently throughout the day,"Beginner/Basic (e.g. start computer and phone, go to specified web page. Use Word. Use social media)",Smartphone,Social networks,Always,Always,Never,Sometimes,Sometimes,,,No,,,Committee for the Promotion of Virtue and the Prevention of Vice,
Female,18-29,"Undergraduate (Diploma, BSc)",Computer Science,Makkah,Frequently throughout the day,"Intermediate (e.g. able to install and run special software, make modifications to the settings of the computer, have a good understanding of hardware and software)","     Laptop, Smartphone","Education, Social networks, Online services, Entertainment, Communication",Never,Never,Never,Never,Never,,,No,,,Dont know but will ask friends for advice,
Female,18-29,High School,,Makkah,Frequently throughout the day,"Intermediate (e.g. able to install and run special software, make modifications to the settings of the computer, have a good understanding of hardware and software)",Smartphone,Social networks,Always,Always,Always,Sometimes,Sometimes,,,No,,,Dont know but will ask friends for advice,
Female,18-29,"Undergraduate (Diploma, BSc)",Computer Science,Makkah,Frequently throughout the day,"Intermediate (e.g. able to install and run special software, make modifications to the settings of the computer, have a good understanding of hardware and software)",Smartphone,Social networks,Always,Always,Always,Always,Always,,,Yes,No one,,,I do not know what the crime means
Female,18-29,"Undergraduate (Diploma, BSc)",Chemsitry,Makkah,Frequently throughout the day,"Intermediate (e.g. able to install and run special software, make modifications to the settings of the computer, have a good understanding of hardware and software)",Smartphone,Social networks,Somtimes,Never,Sometimes,Sometimes,Sometimes,,,No,,,Saudi CERT,
Male,18-29,High School,Medicine or public health,Makkah,Once or twice a day,"Beginner/Basic (e.g. start computer and phone, go to specified web page. Use Word. Use social media)","Laptop, Smartphone, Tablet","Education, Social networks, Entertainment",Always,Always,Sometimes,Sometimes,Sometimes,,,No,,,Dont know but will ask friends for advice,
Female,18-29,High School,,,Frequently throughout the day,"Intermediate (e.g. able to install and run special software, make modifications to the settings of the computer, have a good understanding of hardware and software)",Smartphone,"Social networks, Entertainment, Communication",Never,Always,Never,Never,Sometimes,,,No,,,Saudi eGovernment Portal,
Female,18-29,"Undergraduate (Diploma, BSc)",Computer Science,Makkah,Frequently throughout the day,"Intermediate (e.g. able to install and run special software, make modifications to the settings of the computer, have a good understanding of hardware and software)",Smartphone,Social networks,Always,Always,Always,Always,Always,,,No,,,Dont know but will ask friends for advice,
Female,18-29,High School,Languages,Makkah,Frequently throughout the day,"Intermediate (e.g. able to install and run special software, make modifications to the settings of the computer, have a good understanding of hardware and software)",Smartphone,Social networks,Always,Always,Always,Always,Always,,,No,,,Police,
Female,18-29,"Undergraduate (Diploma, BSc)",Chemsitry,Makkah,Frequently throughout the day,"Beginner/Basic (e.g. start computer and phone, go to specified web page. Use Word. Use social media)",Smartphone,Social networks,Always,Always,Do not know,Always,Do not know,,,No,,,Saudi eGovernment Portal,
Male,40-49,"Undergraduate (Diploma, BSc)",Education,Makkah,Once or twice a day,"Intermediate (e.g. able to install and run special software, make modifications to the settings of the computer, have a good understanding of hardware and software)",Smartphone,Education,Somtimes,Sometimes,Sometimes,Sometimes,Sometimes,,,No,,,Saudi CERT,
Female,18-29,"Undergraduate (Diploma, BSc)",Computer Science,Madina,Frequently throughout the day,"Expert (e.g. computer engineering, database administration, network engineering)",Desktop,Communication,Always,Always,Always,Always,Always,,,No,,,"Saudi eGovernment Portal , Saudi CERT",
Female,18-29,"Undergraduate (Diploma, BSc)",Arabic Language,Makkah,Frequently throughout the day,"Beginner/Basic (e.g. start computer and phone, go to specified web page. Use Word. Use social media)",Smartphone,Social networks,Never,Always,Never,Never,Never,,,No,,,Dont know but will ask friends for advice,
Female,18-29,High School,Computer Science,Makkah,Frequently throughout the day,"Intermediate (e.g. able to install and run special software, make modifications to the settings of the computer, have a good understanding of hardware and software)","   Desktop, Laptop, Smartphone, Tablet","Education, Social networks, Online services, Entertainment, Communication",Do not know,Do not know,Do not know,Do not know,Do not know,,,No,,,"Saudi eGovernment Portal , Saudi CERT",
Female,30-39,"Undergraduate (Diploma, BSc)",Education,Makkah,Frequently throughout the day,"Beginner/Basic (e.g. start computer and phone, go to specified web page. Use Word. Use social media)",Smartphone,Social networks,Always,Sometimes,Always,Sometimes,Never,Nothing,,No,,,Saudi eGovernment Portal,
Female,18-29,"Undergraduate (Diploma, BSc)",Social Science,Makkah,Frequently throughout the day,"Intermediate (e.g. able to install and run special software, make modifications to the settings of the computer, have a good understanding of hardware and software)",Smartphone,"Education, Social networks",Always,Always,Always,Always,Always,,,No,,,Dont know but will ask friends for advice,
Female,18-29,"Undergraduate (Diploma, BSc)",Education,,Frequently throughout the day,"Beginner/Basic (e.g. start computer and phone, go to specified web page. Use Word. Use social media)",Smartphone,"Education, Social networks, Entertainment",Always,Always,Sometimes,Always,Sometimes,,,No,,,Dont know but will ask friends for advice,
Female,18-29,"Undergraduate (Diploma, BSc)",Computer Science,Makkah,Frequently throughout the day,"Beginner/Basic (e.g. start computer and phone, go to specified web page. Use Word. Use social media)",Laptop,Online services,Somtimes,Always,Always,Always,Always,,,Yes,Police,,,I am not sure what the impact on me will be
Female,18-29,"Undergraduate (Diploma, BSc)",Social Science,Makkah,Frequently throughout the day,"Beginner/Basic (e.g. start computer and phone, go to specified web page. Use Word. Use social media)",Laptop,"Social networks, Online services, Entertainment, Communication",Never,Never,Never,Never,Never,,,No,,,"Police, Committee for the Promotion of Virtue and the Prevention of Vice",
Female,18-29,"Undergraduate (Diploma, BSc)",Languages,Riyadh,Frequently throughout the day,"Intermediate (e.g. able to install and run special software, make modifications to the settings of the computer, have a good understanding of hardware and software)",Laptop,"Education, Social networks, Online services",Always,Always,Never,Never,Always,,,No,,,Saudi CERT,
Female,18-29,High School,Computer Science,Makkah,Frequently throughout the day,"Intermediate (e.g. able to install and run special software, make modifications to the settings of the computer, have a good understanding of hardware and software)","   Desktop, Smartphone","Social networks, Online services",Somtimes,Sometimes,Sometimes,Sometimes,Sometimes,,,No,,,Saudi eGovernment Portal,
Female,18-29,"Undergraduate (Diploma, BSc)",Medicine or public health,Madina,Frequently throughout the day,"Intermediate (e.g. able to install and run special software, make modifications to the settings of the computer, have a good understanding of hardware and software)","     Laptop, Smartphone","Education, Social networks, Communication",Always,Never,Always,Always,Never,,,No,,,"Saudi eGovernment Portal , Saudi CERT",
Female,30-39,"Undergraduate (Diploma, BSc)",Education,Makkah,Frequently throughout the day,"Intermediate (e.g. able to install and run special software, make modifications to the settings of the computer, have a good understanding of hardware and software)",Smartphone,Communication,Somtimes,Always,Always,Always,Always,,,No,,,Dont know but will ask friends for advice,
Female,18-29,"Undergraduate (Diploma, BSc)",Computer Science,Makkah,Frequently throughout the day,"Beginner/Basic (e.g. start computer and phone, go to specified web page. Use Word. Use social media)",Smartphone,Social networks,Always,Always,Always,Always,Always,,,Yes,Saudi eGovernment Portal,,,I do not know who to write report about cyber crime
Female,18-29,"Undergraduate (Diploma, BSc)",Medicine or public health,Madina,Frequently throughout the day,"Intermediate (e.g. able to install and run special software, make modifications to the settings of the computer, have a good understanding of hardware and software)",Laptop,"Education, Social networks, Online services, Entertainment, Communication",Always,Never,Always,Always,Always,,,Yes,Police,,,I think that there will no value of reporting
Female,18-29,"Undergraduate (Diploma, BSc)",,Makkah,Frequently throughout the day,"Intermediate (e.g. able to install and run special software, make modifications to the settings of the computer, have a good understanding of hardware and software)",Smartphone,"Education, Social networks, Online services, Entertainment, Communication",Always,Always,Always,Always,Always,,,No,,,"Saudi eGovernment Portal , Police, Dont know but will ask friends for advice",
Female,18-29,High School,Computer Science,Makkah,Frequently throughout the day,"Intermediate (e.g. able to install and run special software, make modifications to the settings of the computer, have a good understanding of hardware and software)",Smartphone,"Social networks, Entertainment",Always,Always,Always,Always,Always,,,No,,,"Saudi eGovernment Portal , Saudi CERT",
Female,18-29,"Undergraduate (Diploma, BSc)",Education,Makkah,Frequently throughout the day,"Intermediate (e.g. able to install and run special software, make modifications to the settings of the computer, have a good understanding of hardware and software)","     Laptop, Smartphone","Education, Social networks, Online services, Entertainment",Always,Always,Always,Always,Sometimes,,,No,,,Dont know but will ask friends for advice,
Female,18-29,High School,Computer Science,Makkah,Frequently throughout the day,"Beginner/Basic (e.g. start computer and phone, go to specified web page. Use Word. Use social media)",Smartphone,Social networks,Always,Always,Sometimes,Sometimes,Sometimes,,,No,,,Dont know but will ask friends for advice,
Male,18-29,"Undergraduate (Diploma, BSc)",Education,Makkah,Frequently throughout the day,"Intermediate (e.g. able to install and run special software, make modifications to the settings of the computer, have a good understanding of hardware and software)","     Laptop, Smartphone","Education, Social networks, Online services",Always,Always,Always,Always,Always,,,No,,,Saudi eGovernment Portal,
Female,18-29,"Undergraduate (Diploma, BSc)",Computer Science,Makkah,Frequently throughout the day,"Intermediate (e.g. able to install and run special software, make modifications to the settings of the computer, have a good understanding of hardware and software)",Smartphone,Social networks,Always,Always,Always,Always,Always,,,No,,,"Saudi eGovernment Portal , Saudi CERT, Dont know but will ask friends for advice",
Female,18-29,"Undergraduate (Diploma, BSc)",Computer Science,Makkah,Frequently throughout the day,"Intermediate (e.g. able to install and run special software, make modifications to the settings of the computer, have a good understanding of hardware and software)",Smartphone,"Social networks, Entertainment",Always,Never,Never,Always,Sometimes,,,No,,,Saudi eGovernment Portal,
Female,40-49,"Undergraduate (Diploma, BSc)",Arabic Language,Baha,Frequently throughout the day,"Expert (e.g. computer engineering, database administration, network engineering)",Laptop,Professional reasons,Always,Always,Always,Always,Always,,Neutral,No,,,Saudi eGovernment Portal,
Female,30-39,"Undergraduate (Diploma, BSc)",,Baha,Frequently throughout the day,"Beginner/Basic (e.g. start computer and phone, go to specified web page. Use Word. Use social media)","     Laptop, Smartphone","Professional reasons, Social networks, Online services, Entertainment",Always,Always,Always,Always,Always,,Neutral,Yes,Saudi eGovernment Portal,,,Not sure
Male,40-49,High School,Education,Baha,Frequently throughout the day,"Beginner/Basic (e.g. start computer and phone, go to specified web page. Use Word. Use social media)","     Laptop, Smartphone","Social networks, Online services, Communication",Always,Always,Always,Always,Always,,,Yes,,"I did not know what the crime was , I did not trust the third party",,Not sure
Female,18-29,"Undergraduate (Diploma, BSc)",Computer Science,Makkah,Frequently throughout the day,"Expert (e.g. computer engineering, database administration, network engineering)","     Laptop, Smartphone","Education, Social networks, Entertainment, Communication",Always,Always,Sometimes,Always,Never,,,No,,,"Saudi eGovernment Portal , Saudi CERT, Police",
Female,30-39,High School,Education,Baha,Frequently throughout the day,"Expert (e.g. computer engineering, database administration, network engineering)",Smartphone,Education,Always,Always,Always,Always,Always,,,Yes,Saudi eGovernment Portal,,,I am not sure what the impact on me will be
Female,18-29,High School,Computer Science,Asir,Frequently throughout the day,"Intermediate (e.g. able to install and run special software, make modifications to the settings of the computer, have a good understanding of hardware and software)","   Desktop, Laptop, Smartphone","Education, Social networks, Entertainment, Communication",Never,Sometimes,Sometimes,Always,Sometimes,,,No,,,Police,
Female,18-29,"Undergraduate (Diploma, BSc)",Medicine or public health,Makkah,Frequently throughout the day,"Intermediate (e.g. able to install and run special software, make modifications to the settings of the computer, have a good understanding of hardware and software)",,"Education, Social networks, Online services, Entertainment, Communication",Always,Always,Always,Always,Always,,,No,,,"Saudi eGovernment Portal , Saudi CERT, Police",
Female,18-29,"Undergraduate (Diploma, BSc)",Islamic studies,Makkah,Frequently throughout the day,"Intermediate (e.g. able to install and run special software, make modifications to the settings of the computer, have a good understanding of hardware and software)",Smartphone,"Social networks, Entertainment, Communication",Do not know,Never,Do not know,Never,Do not know,,,No,,,Saudi CERT,
Male,30-39,"Undergraduate (Diploma, BSc)",Education,Makkah,Frequently throughout the day,"Intermediate (e.g. able to install and run special software, make modifications to the settings of the computer, have a good understanding of hardware and software)","   Desktop, Laptop, Smartphone","Education, Social networks, Online services, Communication",Always,Sometimes,Always,Always,Sometimes,,,No,,,Dont know but will ask friends for advice,
,,,,,Once or twice a day,"Beginner/Basic (e.g. start computer and phone, go to specified web page. Use Word. Use social media)",Smartphone,Social networks,Always,Never,Never,Never,Never,,,No,,,,I do not know how to describe or write reports about cyber crime
Female,18-29,,,,Once or twice a day,"Intermediate (e.g. able to install and run special software, make modifications to the settings of the computer, have a good understanding of hardware and software)","Laptop, Smartphone, Tablet","Social networks, Online services, Entertainment, Communication",Always,Always,Always,Always,Always,,,No,,,Saudi eGovernment Portal,
Female,18-29,"Undergraduate (Diploma, BSc)",Computer Science,Makkah,Frequently throughout the day,"Beginner/Basic (e.g. start computer and phone, go to specified web page. Use Word. Use social media)","     Laptop, Smartphone","Education  , Social networks, Online services , Entertainment, Communication  ",Always,Always,Always,Always,Always,,,No,,,"Police, Dont know but will ask friends for advice, Other- Contact with Specilisit  ",
Male,18-29,"Undergraduate (Diploma, BSc)",Islamic studies,Makkah,Frequently throughout the day,"Beginner/Basic (e.g. start computer and phone, go to specified web page. Use Word. Use social media)",Smartphone,"Social networks, Online services, Entertainment, Communication",Do not know,Do not know,Do not know,Do not know,Do not know,,,No,,,Police,
,,,,,,,,Communication,Always,Always,Always,Always,Always,,,No,,,,Not sure
Female,30-39,"Undergraduate (Diploma, BSc)",Math,Makkah,Frequently throughout the day,"Intermediate (e.g. able to install and run special software, make modifications to the settings of the computer, have a good understanding of hardware and software)",Smartphone,"Education  , Social networks  , Online services  , Entertainment   , Communication  ",Always,Always,Always,Always,Always,,,No,,,Dont know but will ask friends for advice,
Female,18-29,"Undergraduate (Diploma, BSc)",Languages,Makkah,Frequently throughout the day,"Intermediate (e.g. able to install and run special software, make modifications to the settings of the computer, have a good understanding of hardware and software)","     Laptop, Smartphone","Education  , Social networks  , Online services  ",Never,Never,Sometimes,Never,Sometimes,Phishing clls,,No,,,Dont know but will ask friends for advice,
Male,18-29,"Undergraduate (Diploma, BSc)",Education,Makkah,Frequently throughout the day,"Intermediate (e.g. able to install and run special software, make modifications to the settings of the computer, have a good understanding of hardware and software)",Smartphone,Communication,Do not know,Always,Always,Always,Always,,,No,,,Saudi eGovernment Portal,
Female,30-39,"Undergraduate (Diploma, BSc)",Languages,Makkah,Frequently throughout the day,"Beginner/Basic (e.g. start computer and phone, go to specified web page. Use Word. Use social media)",Smartphone,"Education, Social networks, Online services",Always,Always,Always,Always,Always,,,No,,,Saudi CERT,
Male,18-29,High School,,Eastern Province,Frequently throughout the day,"Intermediate (e.g. able to install and run special software, make modifications to the settings of the computer, have a good understanding of hardware and software)","Smartphone, Tablet","Social networks, Online services, Entertainment, Communication",Always,Never,Never,Never,Never,,,No,,,"Saudi eGovernment Portal , Saudi CERT, Police",
Female,18-29,"Undergraduate (Diploma, BSc)",Finance,Makkah,Frequently throughout the day,"Beginner/Basic (e.g. start computer and phone, go to specified web page. Use Word. Use social media)",Tablet,Online services,Always,Always,Sometimes,Always,Always,,,Yes,Saudi CERT,,,I do not know what the crime means
Male,18-29,High School,Applied science,Makkah,Frequently throughout the day,"Intermediate (e.g. able to install and run special software, make modifications to the settings of the computer, have a good understanding of hardware and software)","Desktop, Laptop, Smartphone, Tablet","Education, Social networks, Online services, Entertainment, Communication",Always,Always,Always,Always,Always,,,No,,,"Police, Dont know but will ask friends for advice",
Female,18-29,"Undergraduate (Diploma, BSc)",Counting,Makkah,Frequently throughout the day,"Intermediate (e.g. able to install and run special software, make modifications to the settings of the computer, have a good understanding of hardware and software)",Smartphone,"Social networks, Online services, Entertainment, Communication",Do not know,Do not know,Do not know,Do not know,Do not know,,,No,,,,I am not sure what the impact on me will be
Female,30-39,"Undergraduate (Diploma, BSc)",Arabic Language,Makkah,Frequently throughout the day,"Beginner/Basic (e.g. start computer and phone, go to specified web page. Use Word. Use social media)","Laptop, Smartphone","Education, Social networks, Online services, Entertainment, Communication",Somtimes,Never,Always,Always,Never,,,No,,,Dont know but will ask friends for advice,
Female,18-29,"Undergraduate (Diploma, BSc)",,Makkah,Frequently throughout the day,"Beginner/Basic (e.g. start computer and phone, go to specified web page. Use Word. Use social media)",Smartphone,"Professional reasons, Education, Social networks",Somtimes,Sometimes,Sometimes,Sometimes,Sometimes,,,No,,,Saudi eGovernment Portal,
Female,18-29,"Undergraduate (Diploma, BSc)",Medicine or public health,Makkah,Frequently throughout the day,"Intermediate (e.g. able to install and run special software, make modifications to the settings of the computer, have a good understanding of hardware and software)",Smartphone,"Social networks, Online services",Always,Always,Always,Always,Always,,,Yes,,I did not know what the crime was,,I do not know what the crime means
Male,18-29,"Undergraduate (Diploma, BSc)",Medicine or public health,Makkah,Frequently throughout the day,"Intermediate (e.g. able to install and run special software, make modifications to the settings of the computer, have a good understanding of hardware and software)",Smartphone,Communication,Always,Always,Never,Always,Never,,,No,,,Police,
Female,18-29,High School,Computer Science,Makkah,Frequently throughout the day,"Beginner/Basic (e.g. start computer and phone, go to specified web page. Use Word. Use social media)","Laptop, Smartphone, Tablet","Education, Social networks, Online services, Entertainment",Somtimes,Never,Never,Always,Always,,,No,,,Dont know but will ask friends for advice,
Male,18-29,High School,Computer Science,Makkah,Frequently throughout the day,"Beginner/Basic (e.g. start computer and phone, go to specified web page. Use Word. Use social media)","Desktop, Laptop, Smartphone, Tablet","Education, Social networks, Online services, Entertainment, Communication",Never,Do not know,Never,Never,Never,,,No,,,Police,
Female,18-29,"Postgraduate (Masters, PhD)",Education,Makkah,Frequently throughout the day,"Intermediate (e.g. able to install and run special software, make modifications to the settings of the computer, have a good understanding of hardware and software)","Laptop, Smartphone","Education, Social networks",Never,Always,Never,Never,Never,,,No,,,Saudi CERT,
Female,18-29,"Undergraduate (Diploma, BSc)",Computer Science,Makkah,Frequently throughout the day,"Intermediate (e.g. able to install and run special software, make modifications to the settings of the computer, have a good understanding of hardware and software)",Smartphone,Communication,Somtimes,Sometimes,Sometimes,Sometimes,Sometimes,,,No,,,Saudi eGovernment Portal,
Female,30-39,"Undergraduate (Diploma, BSc)",,Makkah,Frequently throughout the day,"Intermediate (e.g. able to install and run special software, make modifications to the settings of the computer, have a good understanding of hardware and software)",Smartphone,"Professional reasons, Education, Social networks",Always,Always,Always,Always,Always,,,No,,,Dont know but will ask friends for advice,
Female,30-39,"Undergraduate (Diploma, BSc)",Languages,Makkah,Frequently throughout the day,"Beginner/Basic (e.g. start computer and phone, go to specified web page. Use Word. Use social media)",Smartphone,Social networks,Never,Always,Always,Always,Always,,,No,,,Dont know but will ask friends for advice,
Female,18-29,"Undergraduate (Diploma, BSc)",Computer Science,Makkah,Frequently throughout the day,"Intermediate (e.g. able to install and run special software, make modifications to the settings of the computer, have a good understanding of hardware and software)",Smartphone,Communication,Always,Always,Sometimes,Always,Always,,,No,,,,I do not know what the crime means
Female,18-29,"Undergraduate (Diploma, BSc)",Preuniversity,Makkah,Frequently throughout the day,"Intermediate (e.g. able to install and run special software, make modifications to the settings of the computer, have a good understanding of hardware and software)","Laptop, Smartphone","Social networks,  Communication",Always,Always,Sometimes,Always,Always,,,No,,,"Saudi eGovernment Portal , Saudi CERT, Dont know but will ask friends for advice",
Female,18-29,High School,Languages,Riyadh,Frequently throughout the day,"Beginner/Basic (e.g. start computer and phone, go to specified web page. Use Word. Use social media)",Desktop,Professional reasons,Always,Always,Always,Always,Always,,,No,,,Saudi eGovernment Portal,
Female,18-29,"Undergraduate (Diploma, BSc)",Medicine or public health,Makkah,Frequently throughout the day,"Intermediate (e.g. able to install and run special software, make modifications to the settings of the computer, have a good understanding of hardware and software)","Desktop, Laptop, Smartphone, Tablet, Smart watch ","Professional reasons, Education, Social networks, Online services, Entertainment, Communication",Always,Always,Always,Always,Always,,,No,,,Dont know but will ask friends for advice,
Female,30-39,"Undergraduate (Diploma, BSc)",Kindergarden,Makkah,Frequently throughout the day,"Beginner/Basic (e.g. start computer and phone, go to specified web page. Use Word. Use social media)","Laptop, Smartphone",Social networks,Always,Always,Always,Always,Always,,,No,,,Saudi eGovernment Portal,
Female,18-29,"Undergraduate (Diploma, BSc)",Computer Science,Riyadh,Frequently throughout the day,"Expert (e.g. computer engineering, database administration, network engineering)","Laptop, Smartphone","Education, Social networks, Online services",Always,Never,Always,Sometimes,Always,,,No,,,Saudi eGovernment Portal,
Female,18-29,"Undergraduate (Diploma, BSc)",,Baha,Frequently throughout the day,"Beginner/Basic (e.g. start computer and phone, go to specified web page. Use Word. Use social media)",Smartphone,Social networks,Somtimes,Always,Always,Always,Always,,,Yes,Saudi eGovernment Portal,,,I do not know who to write report about cyber crime
Female,18-29,"Undergraduate (Diploma, BSc)",Computer Science,Makkah,Frequently throughout the day,"Intermediate (e.g. able to install and run special software, make modifications to the settings of the computer, have a good understanding of hardware and software)","Laptop, Smartphone","Professional reasons, Education, Social networks, Online services, Communication",Never,Always,Always,Always,Always,,,No,,,"Saudi eGovernment Portal , Saudi CERT",
Female,18-29,"Undergraduate (Diploma, BSc)",Media,Makkah,Frequently throughout the day,"Beginner/Basic (e.g. start computer and phone, go to specified web page. Use Word. Use social media)",Smartphone,"Education, Social networks, Online services, Entertainment, Communication",Never,Never,Do not know,Always,Sometimes,,,No,,,Dont know but will ask friends for advice,
Female,18-29,"Undergraduate (Diploma, BSc)",Computer Science,Makkah,Frequently throughout the day,"Expert (e.g. computer engineering, database administration, network engineering)","Laptop, Smartphone","Professional reasons, Education, Social networks",Always,Always,Always,Always,Always,,,No,,,"Saudi eGovernment Portal , Saudi CERT",
Male,18-29,"Undergraduate (Diploma, BSc)",Languages,Makkah,Frequently throughout the day,"Intermediate (e.g. able to install and run special software, make modifications to the settings of the computer, have a good understanding of hardware and software)","Desktop, Laptop, Smartphone, Tablet, AppleTV,Smart watch","Professional reasons, Social networks, Online services, Entertainment, Communication",Always,Always,Do not know,Always,Do not know,,,No,,,"Saudi eGovernment Portal , Saudi CERT, Police",
Female,18-29,High School,Computer Science,Riyadh,Frequently throughout the day,"Intermediate (e.g. able to install and run special software, make modifications to the settings of the computer, have a good understanding of hardware and software)",Smartphone,"Social networks, Entertainment",Always,Always,Always,Always,Always,,,No,,,Dont know but will ask friends for advice,
Female,18-29,"Undergraduate (Diploma, BSc)",Computer Science,Makkah,Frequently throughout the day,"Expert (e.g. computer engineering, database administration, network engineering)",Laptop,Social networks,Never,Always,Always,Always,Never,,,No,,,,I will fix the problem by myself
Male,18-29,"Undergraduate (Diploma, BSc)",Computer Science,Makkah,Frequently throughout the day,"Expert (e.g. computer engineering, database administration, network engineering)",Smartphone,"Professional reasons, Education, Social networks, Entertainment",Always,Always,Always,Always,Do not know,,,Yes,,I did not know how to describe or write reports about cyber crime,,I do not know what the crime means
Female,18-29,"Undergraduate (Diploma, BSc)",Computer Science,Makkah,Frequently throughout the day,"Intermediate (e.g. able to install and run special software, make modifications to the settings of the computer, have a good understanding of hardware and software)",Laptop,Social networks,Always,Sometimes,Sometimes,Sometimes,Sometimes,,,No,,,Saudi eGovernment Portal,
Female,30-39,"Undergraduate (Diploma, BSc)",,Makkah,Frequently throughout the day,"Intermediate (e.g. able to install and run special software, make modifications to the settings of the computer, have a good understanding of hardware and software)","Smartphone, Tablet","Professional reasons, Education, Social networks, Online services, Entertainment, Communication",Always,Always,Always,Always,Always,,,No,,,,I do not know how to describe or write reports about cyber crime
Female,18-29,High School,,Makkah,Once or twice a day,"Beginner/Basic (e.g. start computer and phone, go to specified web page. Use Word. Use social media)",Smartphone,Education,Always,Always,Always,Always,Always,,,No,,,Saudi eGovernment Portal,
Female,18-29,High School,,Makkah,Frequently throughout the day,"Intermediate (e.g. able to install and run special software, make modifications to the settings of the computer, have a good understanding of hardware and software)",Smartphone,Social networks,Always,Always,Always,Always,Always,,I don't know,No,,,Dont know but will ask friends for advice,
Female,30-39,"Undergraduate (Diploma, BSc)",Languages,Makkah,Frequently throughout the day,"Intermediate (e.g. able to install and run special software, make modifications to the settings of the computer, have a good understanding of hardware and software)",Smartphone,Social networks,Somtimes,Sometimes,Sometimes,Sometimes,Sometimes,,,No,,,Saudi eGovernment Portal,
Male,18-29,"Undergraduate (Diploma, BSc)",Computer Science,Makkah,Frequently throughout the day,"Expert (e.g. computer engineering, database administration, network engineering)","Laptop, Smartphone","Professional reasons, Education, Social networks, Online services, Entertainment, Communication",Always,Always,Always,Always,Always,,,No,,,"Saudi eGovernment Portal , Saudi CERT, Police",
Female,30-39,"Postgraduate (Masters, PhD)",Arabic Language,Makkah,Frequently throughout the day,"Beginner/Basic (e.g. start computer and phone, go to specified web page. Use Word. Use social media)",Smartphone,"Education, Entertainment",Somtimes,Sometimes,Sometimes,Sometimes,Sometimes,,,No,,,Police,
